SA2 - Residence,Method of Travel to Work,Count
Berowra - Brooklyn - Cowan,Bus,22
Normanhurst - Thornleigh - Westleigh,Bus,59
Hornsby - East,Bus,48
Hornsby - West,Bus,42
Waitara - Wahroonga (West),Bus,37
Gordon - Killara,Bus,86
Lindfield - Roseville,Bus,409
Pymble,Bus,93
St Ives,Bus,402
Turramurra,Bus,106
Wahroonga (East) - Warrawee,Bus,41
Cremorne - Cammeray,Bus,2759
Crows Nest - Waverton,Bus,1336
Mosman,Bus,2946
Neutral Bay - Kirribilli,Bus,1687
North Sydney - Lavender Bay,Bus,449
Balgowlah - Clontarf - Seaforth,Bus,1643
Manly - Fairlight,Bus,1140
Avalon - Palm Beach,Bus,301
Bayview - Elanora Heights,Bus,266
Newport - Bilgola,Bus,462
Warriewood - Mona Vale,Bus,922
Beacon Hill - Narraweena,Bus,658
Cromer,Bus,286
Dee Why - North Curl Curl,Bus,2500
Forestville - Killarney Heights,Bus,739
Frenchs Forest - Belrose,Bus,1234
Freshwater - Brookvale,Bus,1446
Manly Vale - Allambie Heights,Bus,1345
Narrabeen - Collaroy,Bus,1514
Terrey Hills - Duffys Forest,Bus,81
Camden - Ellis Lane,Bus,37
Elderslie - Harrington Park,Bus,54
Mount Annan - Currans Hill,Bus,132
Bradbury - Wedderburn,Bus,90
Campbelltown - Woodbine,Bus,78
Claymore - Eagle Vale - Raby,Bus,74
Ingleburn - Denham Court,Bus,67
Leumeah - Minto Heights,Bus,80
Macquarie Fields - Glenfield,Bus,89
Minto - St Andrews,Bus,78
Rosemeadow - Glen Alpine,Bus,108
Douglas Park - Appin,Bus,12
Picton - Tahmoor - Buxton,Bus,17
The Oaks - Oakdale,Bus,17
Blackheath - Megalong Valley,Bus,18
Blaxland - Warrimoo - Lapstone,Bus,23
Katoomba - Leura,Bus,34
Lawson - Hazelbrook - Linden,Bus,13
Springwood - Winmalee,Bus,38
Wentworth Falls,Bus,9
Cambridge Park,Bus,73
Castlereagh - Cranebrook,Bus,73
Emu Plains - Leonay,Bus,38
Glenmore Park - Regentville,Bus,87
Jamisontown - South Penrith,Bus,65
Kingswood - Werrington,Bus,87
Mulgoa - Luddenham - Orchard Hills,Bus,8
Penrith,Bus,70
Warragamba - Silverdale,Bus,14
Richmond - Clarendon,Bus,29
Windsor - Bligh Park,Bus,34
Yarramundi - Londonderry,Bus,10
Erskine Park,Bus,18
St Clair,Bus,98
Colyton - Oxley Park,Bus,53
St Marys - North St Marys,Bus,82
Homebush Bay - Silverwater,Bus,229
Auburn - Central,Bus,58
Auburn - North,Bus,49
Auburn - South,Bus,29
Berala,Bus,16
Lidcombe,Bus,111
Regents Park,Bus,13
Carlingford,Bus,720
Ermington - Rydalmere,Bus,456
Oatlands - Dundas Valley,Bus,274
Chester Hill - Sefton,Bus,110
Fairfield - East,Bus,50
Granville - Clyde,Bus,149
Greystanes - Pemulwuy,Bus,320
Guildford - South Granville,Bus,125
Guildford West - Merrylands West,Bus,211
Merrylands - Holroyd,Bus,388
North Parramatta,Bus,667
North Rocks,Bus,361
Northmead,Bus,777
Parramatta - Rosehill,Bus,876
Toongabbie - Constitution Hill,Bus,316
Winston Hills,Bus,500
Pendle Hill - Girraween,Bus,64
Wentworthville - Westmead,Bus,257
Epping - North Epping,Bus,364
Pennant Hills - Cheltenham,Bus,365
Eastwood - Denistone,Bus,454
Gladesville - Huntleys Point,Bus,1207
Hunters Hill - Woolwich,Bus,426
Macquarie Park - Marsfield,Bus,1178
North Ryde - East Ryde,Bus,818
West Ryde - Meadowbank,Bus,335
Putney,Bus,154
Ryde,Bus,1974
Ashcroft - Busby - Miller,Bus,152
Austral - Greendale,Bus,13
Cobbitty - Leppington,Bus,36
Cecil Hills,Bus,52
Green Valley,Bus,133
Hinchinbrook,Bus,135
Hoxton Park - Carnes Hill - Horningsea Park,Bus,70
West Hoxton - Middleton Grange,Bus,73
Bonnyrigg Heights - Bonnyrigg,Bus,161
Bossley Park - Abbotsbury,Bus,161
Cabramatta - Lansvale,Bus,79
Cabramatta West - Mount Pritchard,Bus,123
Canley Vale - Canley Heights,Bus,93
Edensor Park,Bus,77
Fairfield,Bus,72
Fairfield - West,Bus,87
Greenfield Park - Prairiewood,Bus,69
Horsley Park - Kemps Creek,Bus,14
Smithfield - Wetherill Park,Bus,119
St Johns Park - Wakeley,Bus,91
Casula,Bus,90
Chipping Norton - Moorebank,Bus,94
Holsworthy - Wattle Grove,Bus,86
Liverpool,Bus,195
Lurnea - Cartwright,Bus,93
Prestons - Edmondson Park,Bus,94
Warwick Farm,Bus,27
Gymea - Grays Point,Bus,26
Miranda - Yowie Bay,Bus,60
Sylvania - Taren Point,Bus,68
Caringbah,Bus,35
Caringbah South,Bus,21
Cronulla - Kurnell - Bundeena,Bus,49
Lilli Pilli - Port Hacking - Dolans Bay,Bus,4
Woolaware - Burraneer,Bus,10
Heathcote - Waterfall,Bus,3
Illawong - Alfords Point,Bus,41
Menai - Lucas Heights - Woronora,Bus,79
Oyster Bay - Como - Jannali,Bus,37
Sutherland - Kirrawee,Bus,51
Engadine,Bus,24
Loftus - Yarrawarrah,Bus,12
Woronora Heights,Bus,9
No Usual Address (NSW),Bus,178
Karabar,Ferry,4
Queanbeyan,Ferry,4
Queanbeyan West - Jerrabomberra,Ferry,4
Cooma Region,Ferry,5
Goulburn Region,Ferry,6
Avoca Beach - Copacabana,Ferry,4
Box Head - MacMasters Beach,Ferry,6
Erina - Green Point,Ferry,3
Umina - Booker Bay - Patonga,Ferry,10
Gorokan - Kanwal - Charmhaven,Ferry,5
Toukley - Norah Head,Ferry,3
Bathurst,Ferry,3
Lithgow,Ferry,4
Orange,Ferry,3
Orange Region,Ferry,3
Grafton Region,Ferry,3
Coffs Harbour - North,Ferry,4
Woolgoolga - Arrawarra,Ferry,3
Broken Hill,Ferry,5
Cessnock,Ferry,3
Maitland,Ferry,5
Nelson Bay Peninsula,Ferry,4
Muswellbrook,Ferry,4
Kiama Hinterland - Gerringong,Ferry,4
Shellharbour - Oak Flats,Ferry,4
Balgownie - Fairy Meadow,Ferry,4
Laurieton - Bonny Hills,Ferry,4
Port Macquarie - East,Ferry,4
Hay,Ferry,3
Tamworth - East,Ferry,3
Tamworth Region,Ferry,3
Newcastle - Cooks Hill,Ferry,3
Stockton - Fullerton Cove,Ferry,64
Wickham - Carrington - Tighes Hill,Ferry,4
Lismore,Ferry,8
Kingscliff - Fingal Head,Ferry,4
Pottsville,Ferry,5
Tweed Heads,Ferry,5
Wagga Wagga Region,Ferry,4
Culburra Beach,Ferry,3
Mittagong,Ferry,4
Baulkham Hills (West) - Bella Vista,Ferry,4
Cherrybrook,Ferry,3
Dural - Kenthurst - Wisemans Ferry,Ferry,3
Blacktown (West),Ferry,5
Parklea - Kellyville Ridge,Ferry,5
Mascot - Eastlakes,Ferry,4
Petersham - Stanmore,Ferry,3
Glebe - Forest Lodge,Ferry,8
Potts Point - Woolloomooloo,Ferry,12
Pyrmont - Ultimo,Ferry,19
Redfern - Chippendale,Ferry,3
Surry Hills,Ferry,4
Sydney - Haymarket - The Rocks,Ferry,23
Bondi - Tamarama - Bronte,Ferry,13
Bondi Beach - North Bondi,Ferry,134
Bondi Junction - Waverly,Ferry,4
Double Bay - Bellevue Hill,Ferry,384
Dover Heights,Ferry,161
Paddington - Moore Park,Ferry,7
Rose Bay - Vaucluse - Watsons Bay,Ferry,351
Woollahra,Ferry,6
Coogee - Clovelly,Ferry,4
Randwick - South,Ferry,4
Bankstown - South,Ferry,4
Belmore - Belfield,Ferry,3
Hurstville,Ferry,3
Bexley,Ferry,5
Concord - Mortlake - Cabarita,Ferry,339
Concord West - North Strathfield,Ferry,8
Drummoyne - Rodd Point,Ferry,236
Five Dock - Abbotsford,Ferry,340
Balmain,Ferry,685
Leichhardt - Annandale,Ferry,4
Lilyfield - Rozelle,Ferry,39
Burwood - Croydon,Ferry,3
Canterbury (North) - Ashbury,Ferry,3
Strathfield,Ferry,4
Chatswood (East) - Artarmon,Ferry,4
Lane Cove - Greenwich,Ferry,162
Willoughby - Castle Cove - Northbridge,Ferry,4
Cremorne - Cammeray,Ferry,192
Crows Nest - Waverton,Ferry,6
Mosman,Ferry,447
Neutral Bay - Kirribilli,Ferry,364
North Sydney - Lavender Bay,Ferry,56
Balgowlah - Clontarf - Seaforth,Ferry,131
Manly - Fairlight,Ferry,2241
Avalon - Palm Beach,Ferry,7
Bayview - Elanora Heights,Ferry,9
Newport - Bilgola,Ferry,8
Warriewood - Mona Vale,Ferry,4
Beacon Hill - Narraweena,Ferry,15
Dee Why - North Curl Curl,Ferry,50
Freshwater - Brookvale,Ferry,207
Manly Vale - Allambie Heights,Ferry,40
Narrabeen - Collaroy,Ferry,10
Emu Plains - Leonay,Ferry,4
St Marys - North St Marys,Ferry,3
Homebush Bay - Silverwater,Ferry,102
Ermington - Rydalmere,Ferry,25
Toongabbie - Constitution Hill,Ferry,4
Eastwood - Denistone,Ferry,4
Gladesville - Huntleys Point,Ferry,116
Hunters Hill - Woolwich,Ferry,164
North Ryde - East Ryde,Ferry,4
West Ryde - Meadowbank,Ferry,34
Putney,Ferry,41
Ryde,Ferry,48
West Hoxton - Middleton Grange,Ferry,4
Bonnyrigg Heights - Bonnyrigg,Ferry,3
Fairfield,Ferry,4
Cronulla - Kurnell - Bundeena,Ferry,9
No Usual Address (NSW),Ferry,12
Queanbeyan Region,Tram,6
Umina - Booker Bay - Patonga,Tram,4
Gorokan - Kanwal - Charmhaven,Tram,3
Lake Munmorah - Mannering Park,Tram,5
Blayney,Tram,4
Nelson Bay Peninsula,Tram,3
Dapto - Avondale,Tram,4
Shellharbour - Oak Flats,Tram,3
Port Macquarie - West,Tram,4
Tocumwal - Finley - Jerilderie,Tram,3
Morisset - Cooranbong,Tram,3
Lambton - New Lambton,Tram,3
Berry - Kangaroo Valley,Tram,3
St Georges Basin - Erowal Bay,Tram,4
Mittagong,Tram,3
Moss Vale - Berrima,Tram,5
Baulkham Hills (East),Tram,3
Dural - Kenthurst - Wisemans Ferry,Tram,6
Seven Hills - Toongabbie,Tram,4
Hassall Grove - Plumpton,Tram,4
Mount Druitt - Whalan,Tram,6
Marrickville,Tram,83
Petersham - Stanmore,Tram,25
Darlinghurst,Tram,8
Erskineville - Alexandria,Tram,4
Glebe - Forest Lodge,Tram,245
Newtown - Camperdown - Darlington,Tram,11
Potts Point - Woolloomooloo,Tram,7
Pyrmont - Ultimo,Tram,197
Redfern - Chippendale,Tram,36
Surry Hills,Tram,66
Sydney - Haymarket - The Rocks,Tram,119
Waterloo - Beaconsfield,Tram,9
Bondi - Tamarama - Bronte,Tram,8
Bondi Beach - North Bondi,Tram,5
Bondi Junction - Waverly,Tram,3
Paddington - Moore Park,Tram,3
Woollahra,Tram,3
Coogee - Clovelly,Tram,5
Kensington (NSW),Tram,4
Bass Hill - Georges Hall,Tram,5
Greenacre - Mount Lewis,Tram,3
Bankstown - South,Tram,6
Belmore - Belfield,Tram,5
Canterbury (South) - Campsie,Tram,18
Kingsgrove (North) - Earlwood,Tram,18
Hurstville,Tram,6
Riverwood,Tram,3
Arncliffe - Bardwell Valley,Tram,4
Kogarah,Tram,3
Monterey - Brighton-le-Sands - Kyeemagh,Tram,5
Concord - Mortlake - Cabarita,Tram,3
Concord West - North Strathfield,Tram,8
Drummoyne - Rodd Point,Tram,14
Five Dock - Abbotsford,Tram,27
Balmain,Tram,5
Leichhardt - Annandale,Tram,554
Lilyfield - Rozelle,Tram,124
Ashfield,Tram,36
Burwood - Croydon,Tram,14
Canterbury (North) - Ashbury,Tram,27
Croydon Park - Enfield,Tram,12
Dulwich Hill - Lewisham,Tram,418
Haberfield - Summer Hill,Tram,170
Homebush,Tram,4
Strathfield,Tram,6
Strathfield South,Tram,3
Chatswood (East) - Artarmon,Tram,7
Chatswood (West) - Lane Cove North,Tram,4
Willoughby - Castle Cove - Northbridge,Tram,5
Hornsby - West,Tram,3
Gordon - Killara,Tram,8
Lindfield - Roseville,Tram,5
Pymble,Tram,3
Wahroonga (East) - Warrawee,Tram,4
Cremorne - Cammeray,Tram,3
Crows Nest - Waverton,Tram,5
Mosman,Tram,6
Balgowlah - Clontarf - Seaforth,Tram,5
Manly - Fairlight,Tram,5
Dee Why - North Curl Curl,Tram,3
Camden - Ellis Lane,Tram,3
Campbelltown - Woodbine,Tram,3
Rosemeadow - Glen Alpine,Tram,5
Blaxland - Warrimoo - Lapstone,Tram,3
Katoomba - Leura,Tram,3
Springwood - Winmalee,Tram,5
Kingswood - Werrington,Tram,3
St Clair,Tram,6
Homebush Bay - Silverwater,Tram,7
Auburn - Central,Tram,5
Auburn - South,Tram,4
Lidcombe,Tram,9
Oatlands - Dundas Valley,Tram,4
Greystanes - Pemulwuy,Tram,3
Guildford West - Merrylands West,Tram,3
North Parramatta,Tram,4
Parramatta - Rosehill,Tram,10
Epping - North Epping,Tram,7
Eastwood - Denistone,Tram,3
Cabramatta - Lansvale,Tram,3
Cabramatta West - Mount Pritchard,Tram,4
Woolaware - Burraneer,Tram,3
Sutherland - Kirrawee,Tram,4
No Usual Address (NSW),Tram,7
Karabar,Taxi,6
Queanbeyan,Taxi,19
Queanbeyan - East,Taxi,9
Queanbeyan Region,Taxi,5
Queanbeyan West - Jerrabomberra,Taxi,16
Cooma,Taxi,11
Jindabyne - Berridale,Taxi,3
Batemans Bay,Taxi,4
Batemans Bay - South,Taxi,4
Eden,Taxi,3
Merimbula - Tura Beach,Taxi,5
Goulburn,Taxi,37
Goulburn Region,Taxi,3
Yass,Taxi,5
Yass Region,Taxi,3
Young,Taxi,14
Young Region,Taxi,4
Avoca Beach - Copacabana,Taxi,3
Calga - Kulnura,Taxi,3
Erina - Green Point,Taxi,3
Gosford - Springfield,Taxi,10
Kariong,Taxi,5
Kincumber - Picketts Valley,Taxi,3
Narara,Taxi,8
Point Clare - Koolewong,Taxi,3
Terrigal - North Avoca,Taxi,8
Umina - Booker Bay - Patonga,Taxi,12
Woy Woy - Blackwall,Taxi,4
Wyoming,Taxi,12
Bateau Bay - Killarney Vale,Taxi,9
Chittaway Bay - Tumbi Umbi,Taxi,6
Gorokan - Kanwal - Charmhaven,Taxi,7
The Entrance,Taxi,6
Toukley - Norah Head,Taxi,5
Wyong,Taxi,6
Bathurst,Taxi,30
Bathurst - East,Taxi,5
Cowra,Taxi,5
Forbes,Taxi,10
Parkes (NSW),Taxi,20
West Wyalong,Taxi,4
Lithgow,Taxi,17
Lithgow Region,Taxi,9
Mudgee,Taxi,6
Orange,Taxi,36
Orange - North,Taxi,23
Grafton,Taxi,10
Maclean - Yamba - Iluka,Taxi,4
Bellingen,Taxi,5
Coffs Harbour - North,Taxi,11
Coffs Harbour - South,Taxi,10
Sawtell - Boambee,Taxi,9
Cobar,Taxi,3
Broken Hill,Taxi,3
Dubbo - East,Taxi,9
Dubbo - South,Taxi,26
Dubbo - West,Taxi,12
Narromine,Taxi,4
Wellington,Taxi,3
Cessnock,Taxi,13
Dungog,Taxi,5
Singleton,Taxi,10
Maitland,Taxi,6
Maitland - East,Taxi,10
Maitland - North,Taxi,3
Maitland - West,Taxi,18
Nelson Bay Peninsula,Taxi,6
Raymond Terrace,Taxi,4
Scone,Taxi,3
Dapto - Avondale,Taxi,4
Unanderra - Mount Kembla,Taxi,4
Berkeley - Lake Heights - Cringila,Taxi,12
Port Kembla - Warrawong,Taxi,5
Albion Park - Macquarie Pass,Taxi,6
Albion Park Rail,Taxi,3
Shellharbour - Flinders,Taxi,3
Warilla,Taxi,7
Balgownie - Fairy Meadow,Taxi,14
Corrimal - Tarrawanna - Bellambi,Taxi,10
Figtree - Keiraville,Taxi,17
Thirroul - Austinmer - Coalcliff,Taxi,3
Wollongong - East,Taxi,18
Wollongong - West,Taxi,14
Forster,Taxi,10
Tuncurry,Taxi,6
Kempsey,Taxi,3
Macksville - Scotts Head,Taxi,4
Nambucca Heads,Taxi,4
Laurieton - Bonny Hills,Taxi,4
Port Macquarie - East,Taxi,19
Port Macquarie - West,Taxi,14
Wauchope,Taxi,3
Taree,Taxi,15
Taree Region,Taxi,4
Wingham,Taxi,5
Albury - East,Taxi,3
Albury - North,Taxi,5
Albury - South,Taxi,18
Lavington,Taxi,13
Wentworth - Buronga,Taxi,5
Corowa,Taxi,6
Armidale,Taxi,34
Armidale Region - South,Taxi,4
Glen Innes,Taxi,11
Inverell,Taxi,11
Moree,Taxi,13
Narrabri,Taxi,3
Gunnedah,Taxi,16
Gunnedah Region,Taxi,4
Quirindi,Taxi,3
Tamworth - East,Taxi,21
Tamworth - North,Taxi,16
Tamworth - West,Taxi,6
Tamworth Region,Taxi,4
Belmont - Bennetts Green,Taxi,3
Charlestown - Dudley,Taxi,19
Glendale - Cardiff - Hillsborough,Taxi,7
Mount Hutton - Windale,Taxi,10
Warners Bay - Boolaroo,Taxi,10
Edgeworth - Cameron Park,Taxi,3
Adamstown - Kotara,Taxi,11
Hamilton - Broadmeadow,Taxi,8
Lambton - New Lambton,Taxi,11
Maryland - Fletcher - Minmi,Taxi,3
Mayfield - Warabrook,Taxi,19
Merewether - The Junction,Taxi,10
Newcastle - Cooks Hill,Taxi,12
Shortland - Jesmond,Taxi,8
Wallsend - Elermore Vale,Taxi,15
Waratah - North Lambton,Taxi,6
Wickham - Carrington - Tighes Hill,Taxi,13
Ballina,Taxi,8
Ballina Region,Taxi,6
Bangalow,Taxi,3
Brunswick Heads - Ocean Shores,Taxi,3
Byron Bay,Taxi,8
Mullumbimby,Taxi,3
Casino,Taxi,9
Goonellabah,Taxi,3
Lismore,Taxi,20
Murwillumbah,Taxi,7
Murwillumbah Region,Taxi,4
Pottsville,Taxi,5
Tweed Heads,Taxi,8
Banora Point,Taxi,6
Tweed Heads South,Taxi,7
Griffith (NSW),Taxi,23
Tumut,Taxi,6
Cootamundra,Taxi,4
Temora,Taxi,3
Wagga Wagga - East,Taxi,26
Wagga Wagga - South,Taxi,26
Wagga Wagga - West,Taxi,20
Berry - Kangaroo Valley,Taxi,4
Culburra Beach,Taxi,3
North Nowra - Bomaderry,Taxi,7
Nowra,Taxi,14
St Georges Basin - Erowal Bay,Taxi,8
Ulladulla,Taxi,11
Bowral,Taxi,12
Mittagong,Taxi,4
Moss Vale - Berrima,Taxi,6
Baulkham Hills (East),Taxi,15
Baulkham Hills (West) - Bella Vista,Taxi,9
Glenhaven,Taxi,9
West Pennant Hills,Taxi,8
Castle Hill - East,Taxi,3
Castle Hill - North,Taxi,4
Castle Hill - South,Taxi,3
Castle Hill - West,Taxi,3
Cherrybrook,Taxi,9
Kellyville,Taxi,14
Kurrajong Heights - Ebenezer,Taxi,3
Pitt Town - McGraths Hill,Taxi,3
Rouse Hill - Beaumont Hills,Taxi,6
Blacktown (East) - Kings Park,Taxi,24
Blacktown (North) - Marayong,Taxi,8
Doonside - Woodcroft,Taxi,22
Lalor Park - Kings Langley,Taxi,10
Seven Hills - Toongabbie,Taxi,20
Blacktown (South),Taxi,17
Blacktown (West),Taxi,17
Glenwood,Taxi,21
Parklea - Kellyville Ridge,Taxi,21
Riverstone - Marsden Park,Taxi,21
Acacia Gardens,Taxi,3
Quakers Hill,Taxi,17
Bidwill - Hebersham - Emerton,Taxi,20
Glendenning - Dean Park,Taxi,3
Hassall Grove - Plumpton,Taxi,14
Lethbridge Park - Tregear,Taxi,19
Mount Druitt - Whalan,Taxi,17
Rooty Hill - Minchinbury,Taxi,18
Botany,Taxi,13
Mascot - Eastlakes,Taxi,50
Pagewood - Hillsdale - Daceyville,Taxi,16
Marrickville,Taxi,34
Petersham - Stanmore,Taxi,44
Sydenham - Tempe - St Peters,Taxi,7
Darlinghurst,Taxi,83
Erskineville - Alexandria,Taxi,47
Glebe - Forest Lodge,Taxi,85
Newtown - Camperdown - Darlington,Taxi,58
Potts Point - Woolloomooloo,Taxi,200
Pyrmont - Ultimo,Taxi,120
Redfern - Chippendale,Taxi,113
Surry Hills,Taxi,123
Sydney - Haymarket - The Rocks,Taxi,105
Waterloo - Beaconsfield,Taxi,113
Bondi - Tamarama - Bronte,Taxi,52
Bondi Beach - North Bondi,Taxi,65
Bondi Junction - Waverly,Taxi,37
Double Bay - Bellevue Hill,Taxi,110
Dover Heights,Taxi,18
Paddington - Moore Park,Taxi,102
Rose Bay - Vaucluse - Watsons Bay,Taxi,21
Woollahra,Taxi,36
Coogee - Clovelly,Taxi,43
Malabar - La Perouse - Chifley,Taxi,22
Kensington (NSW),Taxi,22
Kingsford,Taxi,13
Maroubra - North,Taxi,14
Maroubra - South,Taxi,7
Maroubra - West,Taxi,10
Randwick - North,Taxi,40
Randwick - South,Taxi,27
Bass Hill - Georges Hall,Taxi,13
Condell Park,Taxi,8
Greenacre - Mount Lewis,Taxi,33
Padstow,Taxi,6
Panania - Milperra - Picnic Point,Taxi,8
Revesby,Taxi,13
Yagoona - Birrong,Taxi,19
Bankstown - North,Taxi,25
Bankstown - South,Taxi,19
Belmore - Belfield,Taxi,20
Canterbury (South) - Campsie,Taxi,50
Kingsgrove (North) - Earlwood,Taxi,22
Punchbowl,Taxi,31
Roselands,Taxi,13
Lakemba,Taxi,62
Wiley Park,Taxi,40
Hurstville,Taxi,3
Mortdale - Penshurst,Taxi,14
Narwee - Beverly Hills,Taxi,8
Oatley - Hurstville Grove,Taxi,10
Peakhurst - Lugarno,Taxi,11
Riverwood,Taxi,5
South Hurstville - Blakehurst,Taxi,10
Arncliffe - Bardwell Valley,Taxi,22
Bexley,Taxi,24
Kingsgrove (South) - Bardwell Park,Taxi,5
Kogarah,Taxi,12
Kogarah Bay - Carlton - Allawah,Taxi,19
Monterey - Brighton-le-Sands - Kyeemagh,Taxi,18
Rockdale - Banksia,Taxi,16
Sans Souci - Ramsgate,Taxi,14
Concord - Mortlake - Cabarita,Taxi,25
Concord West - North Strathfield,Taxi,25
Drummoyne - Rodd Point,Taxi,33
Five Dock - Abbotsford,Taxi,21
Balmain,Taxi,47
Leichhardt - Annandale,Taxi,89
Lilyfield - Rozelle,Taxi,50
Ashfield,Taxi,29
Burwood - Croydon,Taxi,20
Canterbury (North) - Ashbury,Taxi,10
Croydon Park - Enfield,Taxi,13
Dulwich Hill - Lewisham,Taxi,21
Haberfield - Summer Hill,Taxi,28
Homebush,Taxi,13
Strathfield,Taxi,10
Strathfield South,Taxi,4
Chatswood (East) - Artarmon,Taxi,26
Chatswood (West) - Lane Cove North,Taxi,21
Lane Cove - Greenwich,Taxi,39
St Leonards - Naremburn,Taxi,26
Willoughby - Castle Cove - Northbridge,Taxi,36
Asquith - Mount Colah,Taxi,8
Berowra - Brooklyn - Cowan,Taxi,7
Normanhurst - Thornleigh - Westleigh,Taxi,8
Hornsby - East,Taxi,5
Hornsby - West,Taxi,4
Gordon - Killara,Taxi,22
Lindfield - Roseville,Taxi,25
Pymble,Taxi,7
St Ives,Taxi,15
Turramurra,Taxi,12
Wahroonga (East) - Warrawee,Taxi,15
Cremorne - Cammeray,Taxi,44
Crows Nest - Waverton,Taxi,46
Mosman,Taxi,70
Neutral Bay - Kirribilli,Taxi,77
North Sydney - Lavender Bay,Taxi,48
Balgowlah - Clontarf - Seaforth,Taxi,19
Manly - Fairlight,Taxi,33
Avalon - Palm Beach,Taxi,6
Bayview - Elanora Heights,Taxi,9
Newport - Bilgola,Taxi,5
Warriewood - Mona Vale,Taxi,9
Beacon Hill - Narraweena,Taxi,36
Cromer,Taxi,3
Dee Why - North Curl Curl,Taxi,31
Forestville - Killarney Heights,Taxi,7
Frenchs Forest - Belrose,Taxi,18
Freshwater - Brookvale,Taxi,32
Manly Vale - Allambie Heights,Taxi,24
Narrabeen - Collaroy,Taxi,17
Camden - Ellis Lane,Taxi,3
Elderslie - Harrington Park,Taxi,4
Mount Annan - Currans Hill,Taxi,9
Bradbury - Wedderburn,Taxi,13
Campbelltown - Woodbine,Taxi,13
Claymore - Eagle Vale - Raby,Taxi,3
Ingleburn - Denham Court,Taxi,22
Leumeah - Minto Heights,Taxi,7
Macquarie Fields - Glenfield,Taxi,21
Minto - St Andrews,Taxi,18
Rosemeadow - Glen Alpine,Taxi,10
Douglas Park - Appin,Taxi,3
The Oaks - Oakdale,Taxi,4
Blaxland - Warrimoo - Lapstone,Taxi,7
Katoomba - Leura,Taxi,38
Lawson - Hazelbrook - Linden,Taxi,5
Springwood - Winmalee,Taxi,11
Wentworth Falls,Taxi,9
Cambridge Park,Taxi,7
Castlereagh - Cranebrook,Taxi,7
Emu Plains - Leonay,Taxi,8
Glenmore Park - Regentville,Taxi,4
Jamisontown - South Penrith,Taxi,12
Kingswood - Werrington,Taxi,12
Mulgoa - Luddenham - Orchard Hills,Taxi,3
Penrith,Taxi,11
Richmond - Clarendon,Taxi,7
Windsor - Bligh Park,Taxi,6
Yarramundi - Londonderry,Taxi,6
Erskine Park,Taxi,3
St Clair,Taxi,9
Colyton - Oxley Park,Taxi,3
St Marys - North St Marys,Taxi,15
Homebush Bay - Silverwater,Taxi,7
Auburn - Central,Taxi,26
Auburn - North,Taxi,18
Auburn - South,Taxi,16
Berala,Taxi,10
Lidcombe,Taxi,22
Regents Park,Taxi,6
Carlingford,Taxi,18
Ermington - Rydalmere,Taxi,11
Oatlands - Dundas Valley,Taxi,7
Chester Hill - Sefton,Taxi,21
Fairfield - East,Taxi,7
Granville - Clyde,Taxi,17
Greystanes - Pemulwuy,Taxi,12
Guildford - South Granville,Taxi,11
Guildford West - Merrylands West,Taxi,23
Merrylands - Holroyd,Taxi,38
North Parramatta,Taxi,24
North Rocks,Taxi,3
Northmead,Taxi,23
Parramatta - Rosehill,Taxi,38
Toongabbie - Constitution Hill,Taxi,13
Winston Hills,Taxi,6
Pendle Hill - Girraween,Taxi,7
Wentworthville - Westmead,Taxi,20
Epping - North Epping,Taxi,13
Pennant Hills - Cheltenham,Taxi,7
Eastwood - Denistone,Taxi,20
Gladesville - Huntleys Point,Taxi,20
Hunters Hill - Woolwich,Taxi,14
Macquarie Park - Marsfield,Taxi,17
North Ryde - East Ryde,Taxi,3
West Ryde - Meadowbank,Taxi,19
Ryde,Taxi,26
Ashcroft - Busby - Miller,Taxi,9
Cecil Hills,Taxi,4
Green Valley,Taxi,6
Hinchinbrook,Taxi,4
Hoxton Park - Carnes Hill - Horningsea Park,Taxi,8
West Hoxton - Middleton Grange,Taxi,3
Bonnyrigg Heights - Bonnyrigg,Taxi,8
Bossley Park - Abbotsbury,Taxi,9
Cabramatta - Lansvale,Taxi,7
